ID_Expediente,TipoPrestacion,TipoRecurso,TieneSentencia,CruceISSHistorico,ResultadoValIndicios,ResultadoValNomina,ResultadoValHL,TieneDocumentosAdicionales,ExisteRegistroEmbargo,RequiereRevisionHL,UltimoEmpleadorPublico,RecibePensionActual,TienePQRSPendiente,TieneRequerimientoExterno,EstadoRequerimientoInterno,TieneTiemposNoISS,EstadoVinculacionBEPS,AsignarBancoBEPS,ClasificacionModelo,ClasificacionEsperada,ResultadoValidacion
EXP-000700,Auxilio Funerario,Ninguno,No,No,No,Si,Si,Si,No,Si,No,Si,Si,No,Abierto,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000701,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000702,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000703,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000704,Vejez,Ninguno,No,No,Si,Si,No,Si,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000705,Sustitucion,Ninguno,No,Si,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000706,Sobrevivientes,Apelacion,No,Si,Si,No,No,Si,No,No,No,No,Si,No,Cerrado,Si,No aplica,Si,Manual,Automatico,INCORRECTO
EXP-000707,Convenio Internacional,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000708,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000709,Invalidez Especial,Ninguno,No,No,No,No,No,Si,No,No,No,Si,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000710,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000711,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000712,Vejez,Apelacion,No,Si,Si,No,No,Si,No,No,Si,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000713,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000714,Convenio Internacional,Apelacion,Si,Si,No,No,No,No,Si,Si,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000715,Invalidez Especial,Apelacion,No,Si,No,Si,No,Si,No,Si,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000716,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000717,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000718,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000719,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000720,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000721,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Manual,INCORRECTO
EXP-000722,Sobrevivientes,Apelacion,No,No,Si,Si,No,No,No,Si,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000723,Auxilio Funerario,Apelacion,No,No,Si,No,No,Si,No,No,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000724,Auxilio Funerario,Ninguno,No,No,Si,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000725,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000726,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000727,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,Si,Si,No,Si,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000728,Vejez,Ninguno,No,Si,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000729,Auxilio Funerario,Ninguno,No,Si,Si,No,Si,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000730,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000731,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000732,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000733,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000734,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000735,Vejez,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Mixto,INCORRECTO
EXP-000736,Invalidez Especial,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000737,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,Si,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000738,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,Si,Si,Si,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000739,Auxilio Funerario,Reposicion,No,No,No,No,Si,Si,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000740,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000741,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,Si,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000742,Sustitucion,Ninguno,Si,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000743,Auxilio Funerario,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000744,Invalidez Especial,Apelacion,No,No,Si,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000745,Invalidez Especial,Ninguno,No,No,No,No,Si,Si,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000746,Sustitucion,Ninguno,No,No,Si,No,No,Si,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000747,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000748,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000749,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000750,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000751,Auxilio Funerario,Reposicion,No,Si,No,No,No,Si,No,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000752,Sustitucion,Ninguno,No,No,Si,Si,No,Si,No,No,No,No,No,No,Abierto,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000753,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000754,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000755,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000756,Vejez,Ninguno,No,No,Si,Si,No,No,No,Si,No,No,No,Si,Abierto,No,Vinculado,No,Mixto,Mixto,CORRECTO
EXP-000757,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000758,Invalidez Especial,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000759,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000760,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000761,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000762,Sobrevivientes,Ninguno,Si,No,Si,Si,No,No,No,No,Si,No,No,Si,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000763,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000764,Sustitucion,Ninguno,No,No,No,Si,No,Si,Si,No,No,Si,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000765,Convenio Internacional,Reposicion,No,No,No,Si,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000766,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000767,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000768,Sobrevivientes,Ninguno,No,No,Si,Si,No,No,No,Si,Si,No,Si,No,Cerrado,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000769,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000770,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000771,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000772,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000773,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,Si,No,No,No,No,Cerrado,Si,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000774,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000775,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000776,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000777,Sobrevivientes,Reposicion,No,No,No,No,No,Si,Si,Si,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000778,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000779,Auxilio Funerario,Ninguno,No,No,Si,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000780,Sustitucion,Reposicion,No,No,No,No,No,Si,Si,Si,No,No,Si,No,Abierto,Si,No aplica,Si,Manual,Manual,CORRECTO
EXP-000781,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,Si,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000782,Vejez,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000783,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000784,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000785,Convenio Internacional,Apelacion,No,No,Si,Si,No,No,Si,No,Si,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000786,Vejez,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000787,Invalidez Especial,Reposicion,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000788,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000789,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000790,Auxilio Funerario,Ninguno,No,Si,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Automatico,INCORRECTO
EXP-000791,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000792,Sustitucion,Apelacion,No,No,No,Si,Si,Si,No,No,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000793,Sustitucion,Apelacion,No,No,Si,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000794,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000795,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,Si,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000796,Vejez,Ninguno,No,No,No,Si,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000797,Auxilio Funerario,Ninguno,No,No,No,Si,No,Si,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000798,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000799,Invalidez Especial,Apelacion,No,No,No,Si,Si,Si,No,No,Si,No,No,Si,Cerrado,No,No aplica,Si,Manual,Manual,CORRECTO
EXP-000800,Invalidez Especial,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000801,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,Si,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000802,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000803,Vejez,Ninguno,No,No,No,Si,No,No,No,Si,No,Si,Si,Si,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000804,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000805,Vejez,Ninguno,No,No,No,No,Si,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000806,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000807,Convenio Internacional,Apelacion,No,No,No,No,No,Si,No,No,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000808,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000809,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000810,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000811,Invalidez Especial,Apelacion,No,No,Si,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000812,Invalidez Especial,Ninguno,No,No,Si,No,Si,No,No,Si,Si,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000813,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000814,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000815,Auxilio Funerario,Apelacion,No,No,Si,No,No,Si,No,Si,No,Si,No,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000816,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000817,Auxilio Funerario,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,Prospecto,Si,Mixto,Mixto,CORRECTO
EXP-000818,Sobrevivientes,Ninguno,No,No,No,No,No,Si,Si,No,Si,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000819,Convenio Internacional,Apelacion,No,No,No,Si,No,Si,No,No,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000820,Vejez,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000821,Auxilio Funerario,Reposicion,No,No,No,Si,Si,Si,No,Si,Si,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000822,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000823,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000824,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000825,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000826,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000827,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000828,Convenio Internacional,Ninguno,No,Si,No,No,No,Si,No,Si,No,No,Si,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000829,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000830,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000831,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000832,Vejez,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000833,Vejez,Ninguno,No,No,No,No,Si,No,No,No,No,Si,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000834,Sustitucion,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000835,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000836,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000837,Sustitucion,Reposicion,No,Si,No,Si,Si,Si,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000838,Auxilio Funerario,Apelacion,No,No,Si,No,Si,Si,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000839,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000840,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000841,Auxilio Funerario,Reposicion,No,No,Si,No,Si,Si,No,Si,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000842,Convenio Internacional,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000843,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000844,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000845,Vejez,Ninguno,No,No,Si,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000846,Vejez,Reposicion,No,No,Si,No,No,No,No,Si,Si,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000847,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Automatico,INCORRECTO
EXP-000848,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000849,Sobrevivientes,Ninguno,No,No,Si,No,No,Si,Si,Si,No,No,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000850,Vejez,Apelacion,Si,No,No,No,Si,Si,No,No,Si,No,No,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000851,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000852,Auxilio Funerario,Reposicion,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000853,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000854,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000855,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000856,Convenio Internacional,Ninguno,No,No,No,No,Si,No,No,No,No,Si,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000857,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000858,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000859,Sobrevivientes,Ninguno,No,No,Si,No,No,Si,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000860,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000861,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Manual,INCORRECTO
EXP-000862,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Automatico,Automatico,CORRECTO
EXP-000863,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000864,Sustitucion,Ninguno,No,Si,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000865,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000866,Invalidez Especial,Apelacion,No,Si,No,Si,No,Si,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000867,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000868,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000869,Invalidez Especial,Ninguno,No,No,Si,Si,No,Si,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000870,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000871,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000872,Vejez,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000873,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000874,Auxilio Funerario,Reposicion,No,Si,No,No,No,No,No,Si,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
